"KEY1","KEY2","KEY3","PERIOD","V1","V2"
"IT","mks_T","225_45_R_17","2003-3",77.00,972.00
"IT","mks_T","225_45_R_17","2004-3",190.00,1021.00
"IT","mks_T","225_45_R_17","2005-3",199.00,1072.00
"IT","mks_T","225_45_R_17","2006-3",55.00,1126.00
"IT","mks_T","225_45_R_17","2007-3",133.00,1182.00
"IT","mks_T","225_45_R_17","2008-3",22.00,1241.00
"IT","mks_T","225_45_R_17","2009-3",246.00,1303.00
"IT","mks_T","225_45_R_17","2010-3",187.00,1369.00
"IT","mks_T","245_40_R_18","2000-3",20.00,2677.00
"IT","mks_T","245_40_R_18","2001-3",143.00,1226.00
"IT","mks_T","245_40_R_18","2002-3",127.00,1218.00
"IT","mks_T","245_40_R_18","2003-3",120.00,2307.00
"IT","mks_T","245_40_R_18","2004-3",165.00,2020.00
"IT","mks_T","245_40_R_18","2005-3",275.00,75.00
"IT","mks_T","245_40_R_18","2006-3",120.00,519.00
"IT","mks_T","245_40_R_18","2007-3",274.00,252.00
"IT","mks_T","245_40_R_18","2008-3",217.00,377.00
"IT","mks_T","245_40_R_18","2009-3",151.00,2357.00
"IT","mks_T","245_40_R_18","2010-3",183.00,2554.00
"DE","mks_T","225_50_ R_17","2000-3",270.00,2510.00
"DE","mks_T","225_50_ R_17","2001-3",164.00,288.00
"DE","mks_T","225_50_ R_17","2002-3",85.00,1548.00
"DE","mks_T","225_50_ R_17","2003-3",122.00,1535.00
"DE","mks_T","225_50_ R_17","2004-3",147.00,151.00
"DE","mks_T","225_50_ R_17","2005-3",25.00,1609.00
"DE","mks_T","225_50_ R_17","2006-3",195.00,1205.00
"DE","mks_T","225_50_ R_17","2007-3",175.00,2134.00
"DE","mks_T","225_50_ R_17","2008-3",240.00,2790.00
"DE","mks_T","225_50_ R_17","2009-3",116.00,2759.00
"DE","mks_T","225_50_ R_17","2010-3",272.00,1602.00
"DE","mks_T","225_45_R_17","2000-3",179.00,851.00
"DE","mks_T","225_45_R_17","2001-3",83.00,894.00
"DE","mks_T","225_45_R_17","2002-3",244.00,939.00
"DE","mks_T","225_45_R_17","2003-3",78.00,986.00
"DE","mks_T","225_45_R_17","2004-3",192.00,1035.00
"DE","mks_T","225_45_R_17","2005-3",202.00,1087.00
"DE","mks_T","225_45_R_17","2006-3",55.00,1141.00
"DE","mks_T","225_45_R_17","2007-3",135.00,1198.00
"DE","mks_T","225_45_R_17","2008-3",22.00,1258.00
"DE","mks_T","225_45_R_17","2009-3",249.00,1321.00
"DE","mks_T","225_45_R_17","2010-3",189.00,1387.00
"DE","mks_T","245_40_R_18","2000-3",20.00,2714.00
"DE","mks_T","245_40_R_18","2001-3",145.00,1243.00
"DE","mks_T","245_40_R_18","2002-3",129.00,1235.00
"DE","mks_T","245_40_R_18","2003-3",121.00,2339.00
"DE","mks_T","245_40_R_18","2004-3",167.00,2048.00
"DE","mks_T","245_40_R_18","2005-3",279.00,76.00
"DE","mks_T","245_40_R_18","2006-3",123.00,527.00
"DE","mks_T","245_40_R_18","2007-3",277.00,255.00
"DE","mks_T","245_40_R_18","2008-3",220.00,382.00
"DE","mks_T","245_40_R_18","2009-3",153.00,2390.00
"DE","mks_T","245_40_R_18","2010-3",186.00,2589.00
"ES","mks_T","225_50_ R_17","2000-3",220.00,2040.00
"ES","mks_T","225_50_ R_17","2001-3",133.00,234.00
"ES","mks_T","225_50_ R_17","2002-3",69.00,1259.00
"ES","mks_T","225_50_ R_17","2003-3",99.00,1248.00
"ES","mks_T","225_50_ R_17","2004-3",120.00,123.00
"ES","mks_T","225_50_ R_17","2005-3",20.00,1308.00
"ES","mks_T","225_50_ R_17","2006-3",158.00,979.00
"ES","mks_T","225_50_ R_17","2007-3",143.00,1735.00
"ES","mks_T","225_50_ R_17","2008-3",195.00,2268.00
"ES","mks_T","225_50_ R_17","2009-3",95.00,2243.00
"ES","mks_T","225_50_ R_17","2010-3",221.00,1303.00
"ES","mks_T","225_45_R_17","2000-3",146.00,692.00
"ES","mks_T","225_45_R_17","2001-3",67.00,727.00
"ES","mks_T","225_45_R_17","2002-3",199.00,764.00
"ES","mks_T","225_45_R_17","2003-3",64.00,802.00
"ES","mks_T","225_45_R_17","2004-3",156.00,841.00
"ES","mks_T","225_45_R_17","2005-3",164.00,883.00
"ES","mks_T","225_45_R_17","2006-3",45.00,928.00
"ES","mks_T","225_45_R_17","2007-3",110.00,974.00
"ES","mks_T","225_45_R_17","2008-3",18.00,1023.00
"ES","mks_T","225_45_R_17","2009-3",203.00,1074.00
"ES","mks_T","225_45_R_17","2010-3",154.00,1128.00
"ES","mks_T","245_40_R_18","2000-3",16.00,2206.00
"ES","mks_T","245_40_R_18","2001-3",118.00,1010.00
"ES","mks_T","245_40_R_18","2002-3",105.00,1004.00
"ES","mks_T","245_40_R_18","2003-3",99.00,1902.00
"ES","mks_T","245_40_R_18","2004-3",136.00,1665.00
"ES","mks_T","245_40_R_18","2005-3",227.00,62.00
"ES","mks_T","245_40_R_18","2006-3",99.00,428.00
"ES","mks_T","245_40_R_18","2007-3",225.00,207.00
"ES","mks_T","245_40_R_18","2008-3",179.00,311.00
"ES","mks_T","245_40_R_18","2009-3",125.00,1943.00
"ES","mks_T","245_40_R_18","2010-3",151.00,2105.00
"IT","mks_T","225_50_ R_17","2000-4",171.00,1591.00
"IT","mks_T","225_50_ R_17","2001-4",104.00,182.00
"IT","mks_T","225_50_ R_17","2002-4",54.00,982.00
"IT","mks_T","225_50_ R_17","2003-4",77.00,973.00
"IT","mks_T","225_50_ R_17","2004-4",93.00,96.00
"IT","mks_T","225_50_ R_17","2005-4",16.00,1020.00
"IT","mks_T","225_50_ R_17","2006-4",124.00,764.00
"IT","mks_T","225_50_ R_17","2007-4",111.00,1353.00
"IT","mks_T","225_50_ R_17","2008-4",152.00,1769.00
"IT","mks_T","225_50_ R_17","2009-4",74.00,1749.00
"IT","mks_T","225_50_ R_17","2010-4",173.00,1016.00
"IT","mks_T","225_45_R_17","2000-4",113.00,540.00
"IT","mks_T","225_45_R_17","2001-4",52.00,567.00
"IT","mks_T","225_45_R_17","2002-4",155.00,596.00
"IT","mks_T","225_45_R_17","2003-4",50.00,625.00
"IT","mks_T","225_45_R_17","2004-4",122.00,656.00
"IT","mks_T","225_45_R_17","2005-4",128.00,689.00
"IT","mks_T","225_45_R_17","2006-4",35.00,724.00
"IT","mks_T","225_45_R_17","2007-4",86.00,760.00
"IT","mks_T","225_45_R_17","2008-4",14.00,798.00
"IT","mks_T","225_45_R_17","2009-4",158.00,838.00
"IT","mks_T","225_45_R_17","2010-4",120.00,880.00
"IT","mks_T","245_40_R_18","2000-4",12.00,1721.00
"IT","mks_T","245_40_R_18","2001-4",92.00,788.00
"IT","mks_T","245_40_R_18","2002-4",82.00,783.00
"IT","mks_T","245_40_R_18","2003-4",77.00,1483.00
"IT","mks_T","245_40_R_18","2004-4",106.00,1299.00
"IT","mks_T","245_40_R_18","2005-4",177.00,48.00
"IT","mks_T","245_40_R_18","2006-4",78.00,334.00
"IT","mks_T","245_40_R_18","2007-4",176.00,162.00
"IT","mks_T","245_40_R_18","2008-4",139.00,242.00
"IT","mks_T","245_40_R_18","2009-4",97.00,1515.00
"IT","mks_T","245_40_R_18","2010-4",118.00,1642.00
"DE","mks_T","225_50_ R_17","2000-4",173.00,1613.00
"DE","mks_T","225_50_ R_17","2001-4",105.00,185.00
"DE","mks_T","225_50_ R_17","2002-4",55.00,996.00
"DE","mks_T","225_50_ R_17","2003-4",78.00,987.00
"DE","mks_T","225_50_ R_17","2004-4",95.00,97.00
"DE","mks_T","225_50_ R_17","2005-4",16.00,1034.00
"DE","mks_T","225_50_ R_17","2006-4",125.00,775.00
"DE","mks_T","225_50_ R_17","2007-4",113.00,1372.00
"DE","mks_T","225_50_ R_17","2008-4",154.00,1793.00
"DE","mks_T","225_50_ R_17","2009-4",75.00,1773.00
"DE","mks_T","225_50_ R_17","2010-4",175.00,1030.00
"DE","mks_T","225_45_R_17","2000-4",115.00,548.00
"DE","mks_T","225_45_R_17","2001-4",53.00,575.00
"DE","mks_T","225_45_R_17","2002-4",157.00,604.00
"DE","mks_T","225_45_R_17","2003-4",50.00,634.00
"DE","mks_T","225_45_R_17","2004-4",124.00,665.00
"DE","mks_T","225_45_R_17","2005-4",130.00,699.00
"DE","mks_T","225_45_R_17","2006-4",36.00,734.00
"DE","mks_T","225_45_R_17","2007-4",87.00,770.00
"DE","mks_T","225_45_R_17","2008-4",14.00,809.00
"DE","mks_T","225_45_R_17","2009-4",160.00,849.00
"DE","mks_T","225_45_R_17","2010-4",122.00,892.00
"DE","mks_T","245_40_R_18","2000-4",13.00,1745.00
"DE","mks_T","245_40_R_18","2001-4",93.00,799.00
"DE","mks_T","245_40_R_18","2002-4",83.00,794.00
"DE","mks_T","245_40_R_18","2003-4",78.00,1504.00
"DE","mks_T","245_40_R_18","2004-4",108.00,1317.00
"DE","mks_T","245_40_R_18","2005-4",179.00,49.00
"DE","mks_T","245_40_R_18","2006-4",79.00,339.00
"DE","mks_T","245_40_R_18","2007-4",179.00,164.00
"DE","mks_T","245_40_R_18","2008-4",141.00,246.00
"DE","mks_T","245_40_R_18","2009-4",98.00,1536.00
"DE","mks_T","245_40_R_18","2010-4",119.00,1664.00
"ES","mks_T","225_50_ R_17","2000-4",141.00,1312.00
"ES","mks_T","225_50_ R_17","2001-4",86.00,150.00
"ES","mks_T","225_50_ R_17","2002-4",44.00,809.00
"ES","mks_T","225_50_ R_17","2003-4",64.00,802.00
"ES","mks_T","225_50_ R_17","2004-4",77.00,79.00
"ES","mks_T","225_50_ R_17","2005-4",13.00,841.00
"ES","mks_T","225_50_ R_17","2006-4",102.00,630.00
"ES","mks_T","225_50_ R_17","2007-4",92.00,1115.00
"ES","mks_T","225_50_ R_17","2008-4",125.00,1458.00
"ES","mks_T","225_50_ R_17","2009-4",61.00,1442.00
"ES","mks_T","225_50_ R_17","2010-4",142.00,838.00
"ES","mks_T","225_45_R_17","2000-4",93.00,445.00
"ES","mks_T","225_45_R_17","2001-4",43.00,467.00
"ES","mks_T","225_45_R_17","2002-4",128.00,491.00
"ES","mks_T","225_45_R_17","2003-4",41.00,515.00
"ES","mks_T","225_45_R_17","2004-4",101.00,541.00
"ES","mks_T","225_45_R_17","2005-4",105.00,568.00
"ES","mks_T","225_45_R_17","2006-4",29.00,596.00
"ES","mks_T","225_45_R_17","2007-4",71.00,626.00
"ES","mks_T","225_45_R_17","2008-4",12.00,658.00
"ES","mks_T","225_45_R_17","2009-4",130.00,691.00
"ES","mks_T","225_45_R_17","2010-4",99.00,725.00
"ES","mks_T","245_40_R_18","2000-4",10.00,1418.00
"ES","mks_T","245_40_R_18","2001-4",76.00,650.00
"ES","mks_T","245_40_R_18","2002-4",68.00,646.00
"ES","mks_T","245_40_R_18","2003-4",63.00,1223.00
"ES","mks_T","245_40_R_18","2004-4",88.00,1070.00
"ES","mks_T","245_40_R_18","2005-4",146.00,40.00
"ES","mks_T","245_40_R_18","2006-4",64.00,275.00
"ES","mks_T","245_40_R_18","2007-4",145.00,134.00
"ES","mks_T","245_40_R_18","2008-4",115.00,200.00
"ES","mks_T","245_40_R_18","2009-4",80.00,1249.00
"ES","mks_T","245_40_R_18","2010-4",97.00,1353.00
"IT","mks_T","225_50_ R_17","2000-5",399.00,3713.00
"IT","mks_T","225_50_ R_17","2001-5",243.00,425.00
"IT","mks_T","225_50_ R_17","2002-5",126.00,2291.00
"IT","mks_T","225_50_ R_17","2003-5",180.00,2271.00
"IT","mks_T","225_50_ R_17","2004-5",217.00,224.00
"IT","mks_T","225_50_ R_17","2005-5",37.00,2379.00
"IT","mks_T","225_50_ R_17","2006-5",289.00,1783.00
"IT","mks_T","225_50_ R_17","2007-5",259.00,3156.00
"IT","mks_T","225_50_ R_17","2008-5",355.00,4128.00
"IT","mks_T","225_50_ R_17","2009-5",172.00,4081.00
"IT","mks_T","225_50_ R_17","2010-5",402.00,2371.00
"IT","mks_T","225_45_R_17","2000-5",265.00,1260.00
"IT","mks_T","225_45_R_17","2001-5",122.00,1323.00
"IT","mks_T","225_45_R_17","2002-5",361.00,1389.00
"IT","mks_T","225_45_R_17","2003-5",116.00,1458.00
"IT","mks_T","225_45_R_17","2004-5",285.00,1532.00
"IT","mks_T","225_45_R_17","2005-5",298.00,1609.00
"IT","mks_T","225_45_R_17","2006-5",82.00,1688.00
"IT","mks_T","225_45_R_17","2007-5",200.00,1772.00
"IT","mks_T","225_45_R_17","2008-5",34.00,1862.00
"IT","mks_T","225_45_R_17","2009-5",369.00,1955.00
"IT","mks_T","225_45_R_17","2010-5",280.00,2053.00
"IT","mks_T","245_40_R_18","2000-5",29.00,4015.00
"IT","mks_T","245_40_R_18","2001-5",214.00,1839.00
"IT","mks_T","245_40_R_18","2002-5",191.00,1827.00
"IT","mks_T","245_40_R_18","2003-5",180.00,3461.00
"IT","mks_T","245_40_R_18","2004-5",248.00,3030.00
"IT","mks_T","245_40_R_18","2005-5",413.00,112.00
"IT","mks_T","245_40_R_18","2006-5",181.00,779.00
"IT","mks_T","245_40_R_18","2007-5",411.00,378.00
"IT","mks_T","245_40_R_18","2008-5",326.00,565.00
"IT","mks_T","245_40_R_18","2009-5",227.00,3535.00
"IT","mks_T","245_40_R_18","2010-5",274.00,3830.00
"DE","mks_T","225_50_ R_17","2000-5",405.00,3764.00
"DE","mks_T","225_50_ R_17","2001-5",246.00,432.00
"DE","mks_T","225_50_ R_17","2002-5",127.00,2323.00
"DE","mks_T","225_50_ R_17","2003-5",183.00,2303.00
"DE","mks_T","225_50_ R_17","2004-5",221.00,227.00
"DE","mks_T","225_50_ R_17","2005-5",38.00,2413.00
"DE","mks_T","225_50_ R_17","2006-5",292.00,1807.00
"DE","mks_T","225_50_ R_17","2007-5",263.00,3200.00
"DE","mks_T","225_50_ R_17","2008-5",360.00,4184.00
"DE","mks_T","225_50_ R_17","2009-5",174.00,4138.00
"DE","mks_T","225_50_ R_17","2010-5",407.00,2403.00
"DE","mks_T","225_45_R_17","2000-5",268.00,1277.00
"DE","mks_T","225_45_R_17","2001-5",124.00,1341.00
"DE","mks_T","225_45_R_17","2002-5",366.00,1409.00
"DE","mks_T","225_45_R_17","2003-5",118.00,1478.00
"DE","mks_T","225_45_R_17","2004-5",288.00,1553.00
"DE","mks_T","225_45_R_17","2005-5",302.00,1631.00
"DE","mks_T","225_45_R_17","2006-5",83.00,1712.00
"DE","mks_T","225_45_R_17","2007-5",203.00,1798.00
"DE","mks_T","225_45_R_17","2008-5",34.00,1887.00
